,word data,ocr data,conf,check,ocr time
947,i,i,96,0,
948,c,c,96,0,
949,e,e,96,0,
950,s,s,96,0,
951,",",",",96,0,
952,6,6,96,0,
953,6,6,96,0,
954,Q,Q,95,0,
955,u,u,95,0,
956,e,e,95,0,
957,e,e,95,0,
958,n,n,95,0,
959,s,s,95,0,
960,w,w,95,0,
961,a,a,95,0,
962,y,y,95,0,
963,",",",",95,0,
964,H,H,96,0,
965,o,o,96,0,
966,n,n,96,0,
967,g,g,96,0,
968,K,K,68,0,
969,o,o,68,0,
970,n,n,68,0,
971,g,g,68,0,
972,I,I,73,0,
973,f,f,73,0,
974,t,t,96,0,
975,h,h,96,0,
976,e,e,96,0,
977,f,f,96,0,
978,o,o,96,0,
979,r,r,96,0,
